Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
1/7/2023,18:26:00,13,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/7/2023,18:33:00,Not Given,Female,White,English,Eugene,Police Assist
1/7/2023,19:17:00,59,Female (Assigned Male at Birth),White,English,Eugene,Public Assist
1/7/2023,19:42:00,62,Male,N/A,English,Eugene,Public Assist
1/7/2023,19:50:00,15,Male,N/A,English,Eugene,Public Assist
1/7/2023,20:27:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/7/2023,20:53:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/7/2023,21:03:00,74,Female,White,English,Eugene,Public Assist
1/7/2023,21:13:00,58,Male,White,English,Eugene,Public Assist
1/7/2023,21:18:00,72,Female,White,English,Eugene,Public Assist
1/7/2023,17:28:38,Not Given,Female,N/A,English,Springfield,Check Welfare
1/7/2023,17:50:42,Not Given,Female,Other Single Race,English,Springfield,Public Assist
1/7/2023,18:02:15,14,Female,Two or More Unspecified Race,English,Springfield,Check Welfare
1/7/2023,21:22:24,Not Given,Male,Other Single Race,English,Springfield,Public Assist
1/7/2023,21:41:59,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
1/7/2023,23:32:37,53,Female,White,English,Springfield,Public Assist
1/8/2023,3:44:43,Not Given,Male,White,English,Springfield,Check Welfare
1/8/2023,5:13:00,19,Female,White,English,Eugene,Public Assist
1/8/2023,5:27:55,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/8/2023,5:57:08,51,Female,White,English,Eugene,Public Assist
1/8/2023,7:11:03,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/8/2023,7:21:11,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/8/2023,7:28:46,Not Given,Female,White,English,Eugene,Check Welfare
1/8/2023,7:55:00,67,Male,White,English,Eugene,Check Welfare
1/8/2023,9:15:29,64,Female,White,English,Eugene,Police Assist
1/8/2023,10:29:47,75,Male,White,English,Eugene,Police Assist
1/8/2023,12:39:20,19,Female,White,English,Eugene,Public Assist
1/8/2023,13:44:23,35,Male,N/A,English,Eugene,Public Assist
1/8/2023,14:00:00,30,Male,N/A,English,Eugene,Check Welfare
1/8/2023,2:03:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/8/2023,14:45:00,46,Female,N/A,English,Eugene,Public Assist
1/8/2023,14:53:36,59,Female (Assigned Male at Birth),N/A,English,Eugene,Public Assist
1/8/2023,15:15:01,42,Female,White,English,Eugene,Public Assist
1/8/2023,15:59:42,21,Female,White,English,Eugene,Public Assist
1/8/2023,17:31:56,46,Female,Asian,English,Eugene,Suicidal Subject
1/8/2023,18:00:01,46,Female,White,English,Eugene,Suicidal Subject
1/8/2023,19:07:40,Not Given,Male,White,English,Eugene,Check Welfare
1/8/2023,19:51:51,Not Given,Female,White,English,Eugene,Suicidal Subject
1/8/2023,20:40:51,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/8/2023,20:18:34,Not Given,Male,White,English,Eugene,Check Welfare
1/8/2023,20:37:33,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/8/2023,20:40:39,36,Female,White,English,Eugene,Check Welfare
1/8/2023,21:35:54,Not Given,Male,N/A,English,Eugene,Suicidal Subject
1/8/2023,21:54:26,18,Chose not to disclose,N/A,English,Eugene,Suicidal Subject
1/8/2023,22:03:28,15,Female (Assigned Male at Birth),White,English,Eugene,Suicidal Subject
1/8/2023,23:05:06,38,Female,N/A,English,Eugene,Public Assist
1/8/2023,23:18:18,58,Male,N/A,English,Eugene,Check Welfare
1/8/2023,23:27:04,Not Given,Male,White,English,Eugene,Police Assist
1/8/2023,23:39:07,Not Given,Male,N/A,English,Eugene,Check Welfare
1/8/2023,23:57:49,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/9/2023,0:11:07,49,Male,White,English,Eugene,Public Assist
1/9/2023,0:24:32,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/9/2023,0:26:40,35,Male,White,English,Eugene,Check Welfare
1/9/2023,1:43:45,Not Given,Male,Black or African American,English,Eugene,Public Assist
1/9/2023,2:18:25,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/9/2023,2:33:18,Not Given,Male,White,English,Eugene,Check Welfare
1/9/2023,3:06:14,Not Given,Male,White,English,Eugene,Check Welfare
1/9/2023,4:10:31,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/9/2023,4:20:48,Not Given,Male,N/A,English,Eugene,Transport
1/9/2023,4:34:47,Not Given,Female,N/A,English,Eugene,Check Welfare
1/8/2023,6:59:40,46,Female,White,English,Springfield,Check Welfare
1/8/2023,13:29:18,Not Given,Female,White,English,Springfield,Check Welfare
1/8/2023,14:12:16,49,Female,White,English,Springfield,Check Welfare
1/8/2023,15:04:29,Not Given,Female,N/A,English,Springfield,Check Welfare
1/9/2023,5:14:40,Not Given,Male,N/A,English,Eugene,Check Welfare
1/9/2023,5:45:25,Not Given,Chose not to disclose,Two or More Unspecified Race,English,Eugene,Counseling
1/9/2023,6:08:42,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
1/9/2023,6:36:34,27,Male,White,English,Eugene,Check Welfare
1/9/2023,7:46:09,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/9/2023,8:39:29,28,Male,White,English,Eugene,Police Assist
1/9/2023,8:48:17,30,Female,White,English,Eugene,Police Assist
1/9/2023,9:18:55,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/9/2023,,Not Given,Chose not to disclose,N/A,English,,Information Not Available
1/8/2023,20:15:00,36,Male,White,English,Springfield,Suicidal Subject
1/8/2023,22:09:00,Not Given,Male,N/A,English,Springfield,Check Welfare
1/8/2023,10:23:00,Not Given,Female,N/A,English,Springfield,Check Welfare
1/8/2023,23:24:00,Not Given,Male,N/A,English,Springfield,Check Welfare
1/8/2023,23:44:48,Not Given,Male,N/A,English,Springfield,Check Welfare
1/9/2023,10:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/9/2023,10:38:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
1/9/2023,11:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/9/2023,11:32:00,Not Given,Chose not to disclose,N/A,English,Eugene,Suicidal Subject
1/9/2023,12:20:00,11,Female,White,English,Eugene,Suicidal Subject
1/9/2023,15:05:00,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
1/9/2023,15:29:00,18,Female,WHITE,English,Eugene,Suicidal Subject
1/9/2023,5:11:27,47,Male,White,English,Springfield,Public Assist
1/9/2023,10:03:39,58,Female,White,English,Springfield,Check Welfare
1/9/2023,10:16:22,67,Male,White,English,Springfield,Public Assist
1/9/2023,10:33:33,54,Male,White,English,Springfield,Check Welfare
1/9/2023,11:11:18,32,Male,White,English,Springfield,Check Welfare
1/9/2023,12:54:56,82,Female,White,English,Springfield,Check Welfare
1/9/2023,13:23:47,47,Female,White,English,Springfield,Check Welfare
1/9/2023,13:26:32,Not Given,Male,N/A,English,Springfield,Check Welfare
1/9/2023,13:42:56,32,Male,White,English,Springfield,Check Welfare
1/9/2023,14:23:34,46,Male,Black or African American,English,Springfield,Police Assist
1/9/2023,16:50:47,Not Given,Male,White,English,Springfield,Check Welfare
1/9/2023,17:46:29,58,Female,White,English,Springfield,Public Assist
1/9/2023,18:11:43,60,Female,Two or More Unspecified Race,English,Springfield,Public Assist
1/9/2023,21:40:49,Not Given,Male,White,English,Springfield,Check Welfare
1/9/2023,23:49:00,44,Female,White,English,Springfield,Check Welfare
1/10/2023,1:40:00,26,Female,White,English,Springfield,EMS Assist
1/10/2023,3:25:00,60,Male,White,English,Springfield,Public Assist
1/9/2023,17:15:22,Not Given,Male,N/A,English,Eugene,Check Welfare
1/9/2023,17:50:00,35,Female,N/A,English,Eugene,Check Welfare
1/9/2023,18:45:00,58,Male,N/A,English,Eugene,Suicidal Subject
1/9/2023,19:49:07,43,Female,N/A,English,Eugene,Check Welfare
1/9/2023,20:32:00,Not Given,Male,N/A,English,Eugene,Check Welfare
1/9/2023,20:42:00,14,Male,N/A,English,Eugene,Suicidal Subject
1/9/2023,21:53:00,69,Female,N/A,English,Eugene,Check Welfare
1/9/2023,23:28:28,Not Given,Male,N/A,English,Eugene,Check Welfare
1/9/2023,22:24:00,42,Male,Black or African American,English,Eugene,Check Welfare
1/9/2023,23:44:21,31,Female,N/A,English,Eugene,Check Welfare
1/10/2023,0:16:15,Not Given,Female,N/A,English,Eugene,Check Welfare
1/10/2023,0:28:47,Not Given,Male,N/A,English,Eugene,Check Welfare
1/10/2023,0:48:33,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/10/2023,1:06:00,Not Given,Female,N/A,English,Eugene,Public Assist
1/10/2023,1:40:52,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/10/2023,1:53:35,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,1:56:46,Not Given,Female,N/A,English,Eugene,Public Assist
1/10/2023,2:09:22,Not Given,Male,N/A,English,Eugene,Check Welfare
1/10/2023,2:15:33,19,Female,N/A,English,Eugene,Check Welfare
1/10/2023,2:45:48,Not Given,Male,N/A,English,Eugene,Public Assist
1/10/2023,2:52:11,Not Given,Female,N/A,English,Eugene,Check Welfare
1/10/2023,2:57:09,43,Male,N/A,English,Eugene,Police Assist
1/10/2023,3:24:16,32,Female,N/A,English,Eugene,Check Welfare
1/10/2023,4:06:24,60,Female,N/A,English,Eugene,Check Welfare
1/10/2023,10:00:00,76,Chose not to disclose,N/A,English,Springfield,Check Welfare
1/10/2023,8:00:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
1/10/2023,14:15:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
1/10/2023,15:20:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
1/10/2023,14:10:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
1/10/2023,6:00:12,28,Female,White,English,Eugene,Public Assist
1/10/2023,6:27:24,Not Given,Male,White,English,Eugene,Public Assist
1/10/2023,7:04:53,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/10/2023,8:01:44,Not Given,Chose not to disclose,N/A,English,Eugene,Police Assist
1/10/2023,8:20:14,58,Female,Native Hawaiian or Other Pac Island,English,Eugene,Check Welfare
1/10/2023,11:55:06,43,Male,White,English,Eugene,Check Welfare
1/10/2023,12:09:41,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,12:17:40,33,Female,White,English,Eugene,Check Welfare
1/10/2023,14:38:45,Not Given,Chose not to disclose,N/A,English,Eugene,Suicidal Subject
1/10/2023,14:53:40,35,Female,N/A,English,Eugene,Public Assist
1/10/2023,15:12:53,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
1/10/2023,15:24:03,48,Male,White,English,Eugene,Public Assist
1/10/2023,16:08:29,37,Male,White,English,Eugene,Counseling
1/10/2023,17:35:00,Not Given,Female,White,English,Eugene,Police Assist
1/10/2023,18:29:59,53,Female,Black or African American,English,Eugene,Public Assist
1/10/2023,19:18:16,44,Male,White,English,Eugene,Check Welfare
1/10/2023,19:46:13,71,Female,N/A,English,Eugene,Counseling
1/10/2023,21:03:54,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,21:08:17,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/10/2023,21:35:28,Not Given,Female,N/A,English,Eugene,Check Welfare
1/10/2023,11:44:56,63,Male,White,English,Eugene,Public Assist
1/10/2023,12:32:59,Not Given,Male,N/A,English,Eugene,Check Welfare
1/10/2023,13:12:49,Not Given,Female,N/A,English,Eugene,Public Assist
1/10/2023,13:27:53,41,Male,N/A,English,Eugene,Suicidal Subject
1/10/2023,14:35:51,84,Male,White,English,Eugene,Public Assist
1/10/2023,15:54:01,Not Given,Female,N/A,English,Eugene,Public Assist
1/10/2023,16:58:04,69,Female,White,English,Eugene,Public Assist
1/10/2023,19:05:16,51,Female,N/A,English,Eugene,Public Assist
1/10/2023,20:06:31,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,20:21:30,31,Male,White,English,Eugene,Public Assist
1/10/2023,17:17:00,33,Female,White,English,Springfield,Police Assist
1/10/2023,18:38:00,70,Male,White,English,Springfield,Check Welfare
1/10/2023,19:15:38,51,Female,Black or African American,English,Springfield,Public Assist
1/10/2023,22:11:52,31,Male,White,English,Springfield,Public Assist
1/10/2023,22:40:52,38,Male,White,English,Springfield,Police Assist
1/10/2023,23:01:00,34,Female,White,English,Springfield,Police Assist
1/11/2023,0:05:00,66,Male,White,English,Springfield,Public Assist
1/11/2023,2:09:00,30,Male,White,English,Springfield,Check Welfare
1/11/2023,3:03:00,56,Male,White,English,Springfield,Public Assist
1/11/2023,3:57:00,45,Male,White,English,Springfield,Check Welfare
1/11/2023,4:24:54,14,Female,White,English,Springfield,Check Welfare
1/11/2023,9:52:50,43,Female,N/A,English,Springfield,Counseling
1/11/2023,10:47:10,47,Female,Black or African American,English,Springfield,Police Assist
1/11/2023,12:31:20,61,Male,N/A,English,Springfield,Public Assist
1/11/2023,12:42:37,Not Given,Male,N/A,English,Springfield,Check Welfare
1/11/2023,12:55:50,Not Given,Male,N/A,English,Springfield,Public Assist
1/11/2023,16:01:11,Not Given,Male,N/A,English,Springfield,Public Assist
1/11/2023,14:05:00,Not Given,Male,N/A,English,Springfield,Suicidal Subject
1/10/2023,22:43:24,46,Female,White,English,Eugene,Public Assist
1/10/2023,23:20:36,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,23:15:52,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/10/2023,23:30:50,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/10/2023,23:41:35,46,Male,N/A,English,Eugene,Public Assist
1/11/2023,0:03:39,50,Female,White,English,Eugene,Public Assist
1/11/2023,1:33:44,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/11/2023,4:00:39,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/11/2023,2:37:34,35,Male,White,English,Eugene,Police Assist
1/11/2023,4:08:37,50,Female,Black or African American,English,Eugene,Public Assist
1/11/2023,4:20:21,38,Male,Two or More Unspecified Race,English,Eugene,Public Assist
1/11/2023,5:29:52,33,Male,White,English,Eugene,Public Assist
1/11/2023,6:05:00,26,Male,White,English,Eugene,Public Assist
1/11/2023,6:13:27,41,Male,White,English,Eugene,Public Assist
1/11/2023,8:18:33,Not Given,Male,N/A,English,Eugene,Public Assist
1/11/2023,10:30:40,Not Given,Male,N/A,English,Eugene,Check Welfare
1/11/2023,10:42:22,63,Male,White,English,Eugene,Public Assist
1/11/2023,9:14:56,Not Given,Male,N/A,English,Eugene,Transport
1/11/2023,13:11:19,25,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
1/11/2023,14:04:56,Not Given,Male,N/A,English,Eugene,Check Welfare
1/11/2023,14:35:04,52,Male,White,English,Eugene,Public Assist
1/11/2023,14:35:59,26,Female,Black or African American,English,Eugene,Public Assist
1/11/2023,16:16:43,58,Male,N/A,English,Eugene,Public Assist
1/11/2023,11:17:44,Not Given,Male,White,English,Eugene,Check Welfare
1/11/2023,11:39:09,19,Female,White,English,Eugene,Public Assist
1/11/2023,11:59:57,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
1/11/2023,12:06:32,Not Given,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
1/11/2023,12:37:28,66,Female,White,English,Eugene,Transport
1/11/2023,14:29:05,48,Female,White,English,Eugene,Check Welfare
1/11/2023,14:51:57,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/11/2023,14:57:19,58,Male,N/A,English,Eugene,Public Assist
1/11/2023,15:06:14,33,Female,White,English,Eugene,Police Assist
1/11/2023,16:05:50,Not Given,Male,N/A,English,Eugene,Check Welfare
1/11/2023,17:05:21,60,Male,White,English,Eugene,Public Assist
1/11/2023,17:30:57,59,Female,White,English,Eugene,Public Assist
1/11/2023,18:21:07,Not Given,Male,White,English,Eugene,Check Welfare
1/11/2023,19:15:00,43,Female,White,English,Eugene,Check Welfare
1/11/2023,20:36:00,Not Given,Female,White,English,Eugene,Check Welfare
1/11/2023,20:56:00,28,Male,N/A,English,Eugene,Check Welfare
1/11/2023,21:09:19,Not Given,Male,N/A,English,Eugene,Public Assist
1/11/2023,21:22:07,55,Female,N/A,English,Eugene,Suicidal Subject
1/11/2023,21:41:54,26,Male,White,English,Eugene,Public Assist
1/11/2023,17:24:41,42,Female,White,English,Eugene,Suicidal Subject
1/11/2023,18:06:58,37,Male,White,English,Eugene,Police Assist
1/11/2023,20:08:51,45,Male,White,English,Eugene,Suicidal Subject
1/11/2023,20:37:18,Not Given,Male,N/A,English,Eugene,Public Assist
1/11/2023,20:57:17,Not Given,Female,American Indian,English,Eugene,Public Assist
1/11/2023,21:44:43,34,Male,White,English,Eugene,Public Assist
1/11/2023,22:19:00,Not Given,Female,White,English,Eugene,Public Assist
1/11/2023,22:57:00,26,Female,Black or African American,English,Eugene,Public Assist
1/11/2023,18:04:23,35,Female,White,English,Springfield,Public Assist
1/11/2023,18:49:28,69,Female,White,English,Springfield,Check Welfare
1/11/2023,21:00:38,17,Female,White,English,Springfield,Public Assist
1/11/2023,22:42:38,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
1/11/2023,22:58:47,Not Given,Male,White,Eugene,Springfield,Check Welfare
1/11/2023,23:35:36,36,Female,Two or More Unspecified Race,English,Springfield,Public Assist
1/12/2023,1:13:20,30,Female,White,English,Eugene,Police Assist
1/12/2023,3:21:40,36,Male,White,English,Eugene,Public Assist
1/12/2023,0:57:32,47,Male,White,English,Springfield,Public Assist
1/12/2023,1:20:13,64,Female,White,English,Eugene,Public Assist
1/12/2023,1:41:55,65,Female,White,English,Springfield,Check Welfare
1/12/2023,6:12:18,54,Male,White,English,Eugene,Public Assist
1/12/2023,6:26:59,41,Male,White,English,Eugene,Public Assist
1/12/2023,7:35:41,Not Given,Female,N/A,English,Eugene,Check Welfare
1/12/2023,7:48:56,42,Male,White,English,Eugene,Check Welfare
1/12/2023,8:09:03,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
1/12/2023,8:38:25,28,Female,N/A,English,Eugene,Check Welfare
1/12/2023,9:30:13,39,Male,White,English,Eugene,Check Welfare
1/12/2023,11:38:59,Not Given,Chose not to disclose,N/A,English,Eugene,Fire Assist
1/12/2023,11:46:12,33,Female,White,English,Eugene,Police Assist
1/12/2023,12:37:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/12/2023,12:41:24,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
1/12/2023,12:49:12,53,Female,White,English,Eugene,Public Assist
1/12/2023,13:27:53,41,Male,White,English,Eugene,Public Assist
1/12/2023,14:05:29,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
1/12/2023,14:20:05,42,Male,White,English,Eugene,Check Welfare
1/12/2023,14:34:47,19,Female,White,English,Eugene,Check Welfare
1/12/2023,15:26:59,42,Male,White,English,Eugene,Check Welfare
